completiondate,performed,invoicedate,invoiceid,workorderid,amount,workcode,address,city,zip
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353608029,0,E3RNN,"890 N COUNTY ROAD 302",CLYDE,43410
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353704493,0,FINT,"16086   COUNTY ROAD 34",BELLEVUE,44811
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353764055,0,FI,"31 BETHANY DR",FREMONT,43420
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353827548,0,FI,"58  DIX ST",PLYMOUTH,44865
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353900635,0,E3RNN,"5225 STATE ROUTE 113",BELLEVUE,44811
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353901895,0,E3RNN,"49 ELMWOOD ST",TIFFIN,44883
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353904149,0,FI,"162 High St",Bellevue,44811
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353905724,0,E3RNN,"16178 E TOWNSHIP ROAD 12",ATTICA,44807
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353906621,0,FIGRAS,"625 WEST TWP RD 15","OLD FORT",44861
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353906640,0,FIGRAS,"4 E TOWNSHIP RD 132",TIFFIN,44883
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353908699,0,USFI,"52  FRUEN ST",NORWALK,44857
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353916455,0,E3RNN,"128 ELMDALE AVE",CLYDE,43410
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353932269,0,E3RNN,"65 N FOSTER ST",NORWALK,44857
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353950767,0,FIGRAS,"6052 US HIGHWAY 20 E",BELLEVUE,44811
03/31/26,OHASB21,03/31/26,ASOFFICE20260331,353957782,0,FI,"510 Saint Joseph St",Fremont,43420
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353760676,0,FI,"913     MARIE AVE","NEW CASTLE",16101
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353797408,0,FI,"37 HAMBURG RD",GREENVILLE,16125
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353891544,0,DF1,"321   E GARFIELD AVE","NEW CASTLE",16105
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353891703,0,DF1,"2504    OLD PITTSBURGH RD","NEW CASTLE",16101
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353891829,0,DF1,"113      12TH ST",GREENVILLE,16125
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353939937,0,PHOT,"1415    HURON AVE","NEW CASTLE",16101
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353943871,0,FII,"51      PENN ST",TRANSFER,16154
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353946862,0,E3RNN,"1920 BRENTWOOD ST","NEW CASTLE",16101
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353946889,0,E3RNN,"1227 CRESCENT AVE","ELLWOOD CITY",16117
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353957517,0,FI,"365 FAIRVIEW RD",Fredonia,16124
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353964223,0,FII,"1604    PARK LN",GREENVILLE,16125
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353965727,0,DFI,"1308  FARRELL TERR",FARRELL,16121
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353965953,0,DFI,"375     HODGSON RD",DARLINGTON,16115
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353966062,0,DFI,"105     S MULBERRY ST","NEW CASTLE",16101
03/31/26,PAASB20,03/31/26,ASOFFICE20260331,353973261,0,DFI,"505  LYNDAL ST","NEW CASTLE",16101
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353882862,0,ILIS,"460 APPLE CROSS RD","HARPERS FERRY",25425
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353918021,0,E3RNN,"150 MORGANA DR",SHEPHERDSTOWN,25443
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353947127,0,FI,"23  CLEO DR",INWOOD,25428
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353955742,0,WFFIF,"282  MCWHARTON WAY","BUNKER HILL",25413
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353958178,0,FII,"64 Phoebe Way",Inwood,25428
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353967496,0,FIB,"380  PATRICK HENRY WAY","CHARLES TOWN",25414
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353967811,0,FI,"28  SANFORD DRIVE","BUNKER HILL",25413
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353968997,0,FII,"85 FELDBERG DRIVE","CHARLES TOWN",25414
03/31/26,WVASB02A,03/31/26,ASOFFICE20260331,353971964,0,WFFIF,"400  MORGAN ST",INWOOD,25428
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353781152,0,FI,"75  CASORSA DR","CHARLES TOWN",25414
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353781881,0,DF1,"347  MOONSTONE DR",KEARNEYSVILLE,25430
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353798696,0,DF1,"97 STERNWAY DR","CHARLES TOWN",25414
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353857608,0,FI,"76 Old Leetown Pike",Kearneysville,25430
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353865904,0,FI,"388 Pointfield Dr","Harpers Ferry",25425
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353866837,0,FII,"224  MOUNTAIN LAUREL BLVD",RANSON,25438
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353867707,0,FI,"208 7th St","Shenandoah Junction",25442
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353883872,0,FI,"323     HARRY SHIRLEY RD",KEARNEYSVILLE,25430
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353897129,0,WFNCF,"115  UVILLA ESTATES DR","SHENANDOAH JUNCTION",25442
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353911630,0,E3RNN,"200 BOTANY DR",MARTINSBURG,25404
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353919049,0,PRSALE,"28 CATCH RELEASE CT",INWOOD,25428
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353924949,0,FII,"288  CIRRUS WAY",KEARNEYSVILLE,25430
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353934483,0,FI,"275 BELVEDERE DRIVE","CHARLES TOWN",25414
03/31/26,WVASB02B,03/31/26,ASOFFICE20260331,353971360,0,DF1,"547  GOOD DR",MARTINSBURG,25405
03/31/26,WVASB04,03/31/26,ASOFFICE20260331,353883144,0,ILIS,"4211 8TH ST ROAD",HUNTINGTON,25701
03/31/26,WVASB04,03/31/26,ASOFFICE20260331,353904673,0,E3RNN,"1017 11TH ST",HUNTINGTON,25701
03/31/26,WVASB04,03/31/26,ASOFFICE20260331,353905000,0,E3RNN,"917 EUTAW PL",HUNTINGTON,25701
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353913337,0,E3RNN,"1269 TOWNSHIP ROAD 653",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353915599,0,E3RNN,"1958 COUNTY ROAD 795",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353922222,0,E3RNN,"637 US HIGHWAY 42",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353928554,0,E3RNN,"1536 COUNTY ROAD 995",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353929385,0,E3RNN,"1195 TOWNSHIP ROAD 1656",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353929965,0,E3RNN,"2699 COUNTY ROAD 1075",PERRYSVILLE,44864
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353930286,0,E3RNN,"311 N MOUNT VERNON AVE",LOUDONVILLE,44842
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353931357,0,E3RNN,"935 N PARKVIEW CIR",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353932480,0,FII,"11 Kimber Ln",Ashland,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353942532,0,E3RNN,"1936 TOWNSHIP ROAD 1095",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353943867,0,FIB,"704     ROBERTS ST",POLK,44866
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353944594,0,FI,"242   E WALNUT ST",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353945425,0,FIB,"639 HESS STREET",GALION,44833
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353945547,0,FII,"303     COUNTY ROAD 2000",JEROMESVILLE,44840
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353947182,0,FI,"324 N Wiley St",Crestline,44827
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353949655,0,E3RNN,"1017 TOWNSHIP ROAD 3286",PERRYSVILLE,44864
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353952413,0,FII,"879  STATE RT 250N",ASHLAND,44805
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353960590,0,WAFI,"410 S UNION ST",GALION,44833
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353964049,0,FI,"352   N WILEY ST",CRESTLINE,44827
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353965654,0,DF1,"1101  MONNETT ST",BUCYRUS,44820
04/01/26,ILASB01,04/01/26,ASOFFICE20260401,353967448,0,FII,"554     S MARKET ST",GALION,44833
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353563464,0,FI,"5727E DIVISION RD",ANGOLA,46703
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353723536,0,FI,"6124  MIDWOOD DR","FORT WAYNE",46835
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353846726,0,FI,"622     W GUMP RD","FORT WAYNE",46845
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353897391,0,FII,"5727E DIVISION RD",ANGOLA,46703
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353918059,0,E3RNN,"3920 BOWSER AVE","FORT WAYNE",46806
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353933187,0,WAFIDC,"407  INDIANA AVE",KENDALLVILLE,46755
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353944727,0,FII,"6310    LANGWOOD BLVD","FORT WAYNE",46835
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353949391,0,ILIS,"7633  BLACK ROAD","NEW HAVEN",46774
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353952294,0,FIB,"12825  DRAYTON PKWY","FORT WAYNE",46845
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353952569,0,FI,"716  OAKDALE ST",GARRETT,46738
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353952791,0,FIB,"222 EL DORADO TRAIL WEST","FORT WAYNE",46825
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353953432,0,FII,"221   W PEARL ST",ASHLEY,46705
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353958315,0,FI,"1806 Phillip St",Auburn,46706
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353960504,0,WAFIDC,"616 E 9TH ST",AUBURN,46706
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353964277,0,FI,"13135 BOLINNI LANE","FORT WAYNE",46845
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353967821,0,FII,"7733  HOSLER RD",LEO,46765
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353968000,0,FII,"1160  S MAIN STREET",KENDALLVILLE,46755
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353968409,0,FII,"416S COWEN STREET",GARRETT,46738
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353969314,0,FII,"4004 GAYWOOD DR","FORT WAYNE",46806
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353970024,0,FI,"449   N 900 W",ANGOLA,46703
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353971702,0,FI,"15613 AUBURN RD","FORT WAYNE",46845
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353971710,0,FI,"6735 SAXTON RUN","FORT WAYNE",46835
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353976626,0,FI,"2003 JONATHAN ST",KENDALLVILLE,46755
04/01/26,INASB11,04/01/26,ASOFFICE20260401,353981481,0,DF1,"604E TOLEDO ST",FREMONT,46737
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353751130,0,FI,"18098  SUNNY LANE",GOSHEN,46526
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353802821,0,E3RNN,"1100 STATE ROAD 331",BREMEN,46506
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353814861,0,FI,"1603 S 16th St",Goshen,46526
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353903709,0,FI,"5620 18th Rd",Argos,46501
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353906362,0,FIGRAS,"313 CENTER STREET",BOURBON,46504
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353919594,0,E3RNN,"20255 EAGLE HILL LN",GOSHEN,46528
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353953607,0,FI,"515N CENTER ST",BREMEN,46506
04/01/26,INASB463,04/01/26,ASOFFICE20260401,353966030,0,DF1,"508   S STEWART STREET",BREMEN,46506
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353696699,0,E3RNN,"3311 GOBLE ST",GASTONIA,28056
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353721299,0,FI,"113     VINA PL","MOUNT HOLLY",28120
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353897661,0,FI,"3028    TETON DR",GASTONIA,28054
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353947669,0,E3RNN,"1084 PLANTATION TRL",GASTONIA,28056
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353953555,0,DF1,"2531    POST OAK LN",GASTONIA,28056
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353962670,0,FI,"1603 MIRROR LAKE RD",LINCOLNTON,28092
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353964939,0,FI,"305     ROCKDALE RD",LAWNDALE,28090
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353971146,0,DF1,"219  ROCK CREEK DR",LINCOLNTON,28092
04/01/26,NCASB280,04/01/26,ASOFFICE20260401,353972139,0,FINC,"6028 OLD SOUTH DR","IRON STATION",28080
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353546737,0,E3RNN,"1826 BUD MOUNTAIN RD",HERNDON,24726
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353576709,0,E3RNN,"175 DARNELL DR",BEAVER,25813
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353835448,0,DFI,"347  BOWMAN BOTTOM RD","ROCK VIEW",24880
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353846357,0,FI,"109     GREEN HILL STREET",MABSCOTT,25871
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353880710,0,E3RNN,"181 GROUSE RUN RD",ROCK,24747
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353883092,0,E3RNN,"9 ASTOR LANE","CHARLTON HEIGHTS",25040
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353912469,0,E3RNN,"104 WADDELL LN",BECKLEY,25801
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353919529,0,E3RNN,"442 AMINO LN",ROCK,24747
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353925349,0,FI,"116     JCT ST",BECKLEY,25801
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353967114,0,FI,"312     WOODLAWN AVE",BECKLEY,25801
04/01/26,OHASB00,04/01/26,ASOFFICE20260401,353976263,0,E3RNN,"206 CROSS ST",BECKLEY,25801
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353608509,0,E3RNN,"45040 KIPTON NICKLE PLATE",OBERLIN,44074
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353658078,0,FINC,"19419 Westover Ave","Rocky River",44116
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353674357,0,FIB,"926 EAST DRIVE","SHEFFIELD LAKE",44054
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353706338,0,DF1,"3180 STONEY RIDGE RD",AVON,44011
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353800068,0,DF1,"215 W 17TH STREET",LORAIN,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353806343,0,FI,"4248  MIAMI AVE",LORAIN,44053
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353882164,0,E3RNN,"46329 MERRIAM RD",WELLINGTON,44090
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353904744,0,E3RNN,"421 DARBYS RUN","BAY VILLAGE",44140
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353916750,0,E3RNN,"213 WENNER ST",WELLINGTON,44090
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353943885,0,FII,"18308   QUARRY RD",WELLINGTON,44090
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353944059,0,DF1,"3203W 95TH ST",CLEVELAND,44102
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353944726,0,FII,"2049    MCKINLEY AVE",LORAIN,44055
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353945218,0,DFI,"1023  ARCHWOOD AVE",LORAIN,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353946346,0,WFFIF,"357  LOYOLA DR",ELYRIA,44035
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353947118,0,FII,"1115 W 11th St",Lorain,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353950153,0,LISTNG,"1936 TAIT ST",LORAIN,44053
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353951397,0,FIB,"1062W  21ST STREET",LORAIN,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353951771,0,FI,"143      FOREST ST",OBERLIN,44074
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353951814,0,FI,"2912S JEFFERSON BLVD",LORAIN,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353951920,0,FII,"38161   KINGSTON DR","NORTH RIDGEVILLE",44039
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353952400,0,FI,"2039  WOOSTER","ROCKY RIVER",44116
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353958050,0,FI,"326 Ridgewater Dr",Elyria,44035
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353958509,0,FII,"4219 Holl Rd","Sheffield Lake",44054
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353960461,0,WAFIDC,"286 CRESTVIEW DR",ELYRIA,44035
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353964282,0,FI,"1021W 29TH STREET",LORAIN,44052
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353965142,0,DFI,"4153  KNICKERBOCKER RD","SHEFFIELD LAKE",44054
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353969144,0,FII,"126     BURNS RD",ELYRIA,44035
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353969408,0,DF1,"401  NORTHPOINTE BLVD",AMHERST,44001
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353970706,0,DF1,"3703    WOODSTOCK DRIVE",LORAIN,44053
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353970755,0,USFI,"5406N NANTUCKET DR",LORAIN,44053
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353971232,0,DFI,"811  WEST DRIVE","SHEFFIELD LAKE",44054
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353972260,0,FI,"716 IRVING PARK BLVD","SHEFFIELD LAKE",44054
04/01/26,OHASB06,04/01/26,ASOFFICE20260401,353974193,0,DF1,"126  BENNETT ST",WELLINGTON,44090
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353875592,0,WFINTF,"34 S AZALEA DR",MILLWOOD,25262
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353893980,0,DFI,"536  SUMMER SHADE LN",ELKVIEW,25071
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353904420,0,E3RNN,"20 MADDYS LN WV",ELKVIEW,25071
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353914970,0,E3RNN,"184 EARLY LN",RIPLEY,25271
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353925915,0,DF1,"4573    CHESTNUT RD","SOUTH CHARLESTON",25309
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353944563,0,E3RNN,"1734 BILLS CREEK RD",WINFIELD,25213
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353951386,0,DF1,"1541     CLARK RD",CHARLESTON,25314
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353964205,0,DF1INT,"3 JASMINE LANE",CHARLESTON,25314
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353969166,0,FII,"131     EASTWOOD ACRES",Nitro,25143
04/01/26,WVASB000,04/01/26,ASOFFICE20260401,353976863,0,FINC,"3110 31ST ST",NITRO,25143
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353837471,0,DFI,"155 MONICA TRL","PAW PAW",25434
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353844419,0,FINT,"133  FISHER LANE",GREENSPRING,26722
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353853105,0,DF1,"87      JERSEY MOUNTAIN RD",ROMNEY,26757
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353859045,0,FI,"441 Falls Rd","High View",26808
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353864120,0,FI,"23  RIVERWOOD TRL",AUGUSTA,26704
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353864259,0,FII,"1450 Chandell St",Keyser,26726
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353868359,0,FII,"160 Mockingbird Dr",Ridgeley,26753
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353874400,0,FI,"62 S VIRGINIA ST",RIDGELEY,26753
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353898823,0,FI,"135 FOXTROTTER LN",RIDGELEY,26753
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353900343,0,E3RNN,"238 MARSHALL LN",RIDGELEY,26753
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353902532,0,E3RNN,"747 HENRY W MILLER BLVD","PAW PAW",25434
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353910479,0,E3RNN,"130 HICKORY LN",AUGUSTA,26704
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353912636,0,E3RNN,"112 GRANT ST",KEYSER,26726
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353914652,0,E3RNN,"33 RED MAPLE LN",RIDGELEY,26753
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353915711,0,E3RNN,"395 FALLS RD","HIGH VIEW",26808
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353925368,0,E3RNN,"55 WOODLAND LN",KEYSER,26726
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353939516,0,E3RNN,"142 PENDLETON ST",KEYSER,26726
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353955625,0,WFNCF,"276  REEDBUCK LN","CAPON BRIDGE",26711
04/01/26,WVASB02,04/01/26,ASOFFICE20260401,353957813,0,FINT,"610 Armstrong St",Keyser,26726
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353577514,0,E3RNN,"30 FERRY ST",WINFIELD,25213
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353608097,0,E3RNN,"1041 ST RT 160",GALLIPOLIS,45631
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353765575,0,FINT,"2172 COUNTY ROAD 1","SOUTH POINT",45680
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353820193,0,FI,"818 30TH ST","POINT PLEASANT",25550
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353829189,0,DFI,"707     5TH ST","NEW HAVEN",25265
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353882787,0,WFNCF,"108  SAYRE ST","NEW HAVEN",25265
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353916770,0,E3RNN,"1988 CHERRY RIDGE RD",THURMAN,45685
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353918133,0,E3RNN,"238 COURT ST W",HUNTINGTON,25704
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353939567,0,E3RNN,"1211 CHESTNUT ST",KENOVA,25530
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353946216,0,WFFIF,"1305  VIAND ST","POINT PLEASANT",25550
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353946313,0,WFINTF,"102  WASHINGTON ST","SOUTH POINT",45680
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353951213,0,E3RNN,"3211 ROUSH AVE","PT PLEASANT",25550
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353952920,0,FII,"19      MICHELLE ST",Ironton,45638
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353973853,0,DF1,"5938  STATE RT 7 S",GALLIPOLIS,45631
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353976622,0,FINC,"3952 STATE ROUTE 141",GALLIPOLIS,45631
04/01/26,WVASB04,04/01/26,ASOFFICE20260401,353980447,0,FII,"56      TOWNSHIP RD",CHESAPEAKE,45619
04/02/26,ILASB01,04/02/26,ASOFFICE20260402,353962895,0,FINC,"830  FAUSTINA AVE",BUCYRUS,44820
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353880448,0,E3RNN,"2305 MAIN ST",HUNTERTOWN,46748
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353888910,0,FI,"4147    GREENDALE DR","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353915538,0,E3RNN,"5723 MONTAVILLA DR","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353915741,0,E3RNN,"5306 E STATE BLVD","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353916084,0,E3RNN,"6428 PINE MEADOWS LN","FORT WAYNE",46835
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353917989,0,FIGRAS,"345 N Chauncey St","Columbia City",46725
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353918412,0,FIGRAS,"12820 N SHORE ROAD","FORT WAYNE",46818
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353921421,0,E3RNN,"7437 PLACER RUN","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353921591,0,E3RNN,"2926 BRIAR ROSE CT","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353941467,0,E3RNN,"3809 WILLSHIRE CT","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353941576,0,E3RNN,"7510 MAYSVILLE RD","FORT WAYNE",46815
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353941589,0,E3RNN,"11435 STELLHORN RD","NEW HAVEN",46774
04/02/26,INASB11,04/02/26,ASOFFICE20260402,353941598,0,E3RNN,"609 LAWTON PL","FORT WAYNE",46805
